"Cohort"	"Form.Name"	"Form.Type"	"Table.Name"	"Variable.Name"	"Variable.Description"	"Data.Type"	"Code"	"Code.Description"	"Specify"	"FixedUnit"	"Logline"	"LowerRange"	"UpperRange"
"4233"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"FUNPAR"	"How often does your child have fun with friends?"	"RadioButton (Vertical)"	"3"	"Sometimes"	"FALSE"	NA	"FALSE"	NA	NA
"4234"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"FUNPAR"	"How often does your child have fun with friends?"	"RadioButton (Vertical)"	"4"	"Often"	"FALSE"	NA	"FALSE"	NA	NA
"4235"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"FUNPAR"	"How often does your child have fun with friends?"	"RadioButton (Vertical)"	"5"	"Always"	"FALSE"	NA	"FALSE"	NA	NA
"4236"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"FUNPAR"	"How often does your child have fun with friends?"	"RadioButton (Vertical)"	"99"	"Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4237"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"LISTNPAR"	"How often does your child feel that you listen to his or her ideas?"	"RadioButton (Vertical)"	"1"	"Never"	"FALSE"	NA	"FALSE"	NA	NA
"4238"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"LISTNPAR"	"How often does your child feel that you listen to his or her ideas?"	"RadioButton (Vertical)"	"2"	"Rarely"	"FALSE"	NA	"FALSE"	NA	NA
"4239"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"LISTNPAR"	"How often does your child feel that you listen to his or her ideas?"	"RadioButton (Vertical)"	"3"	"Sometimes"	"FALSE"	NA	"FALSE"	NA	NA
"4240"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"LISTNPAR"	"How often does your child feel that you listen to his or her ideas?"	"RadioButton (Vertical)"	"4"	"Often"	"FALSE"	NA	"FALSE"	NA	NA
"4241"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"LISTNPAR"	"How often does your child feel that you listen to his or her ideas?"	"RadioButton (Vertical)"	"5"	"Always"	"FALSE"	NA	"FALSE"	NA	NA
"4242"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"LISTNPAR"	"How often does your child feel that you listen to his or her ideas?"	"RadioButton (Vertical)"	"99"	"Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4243"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"LONGWHO3"	"Who complete mapped from Longterm Followup"	"RadioButton (Vertical)"	"1"	"Patient (8 years or older)"	"FALSE"	NA	"FALSE"	NA	NA
"4244"	"Registry - Long-term Follow-up"	"Pediatric Global Health Assessment"	"Visit Form"	"PEDGLOHT"	"LONGWHO3"	"Who complete mapped from Longterm Followup"	"RadioButton (Vertical)"	"2"	"Parent (Patient<8 years or patient unable)"	"FALSE"	NA	"FALSE"	NA	NA
"4245"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"MOBILITY"	"MOBILITY"	"RadioButton (Vertical)"	"1"	"I have no problems in walking about"	"FALSE"	NA	"FALSE"	NA	NA
"4246"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"MOBILITY"	"MOBILITY"	"RadioButton (Vertical)"	"2"	"I have slight problems in walking about"	"FALSE"	NA	"FALSE"	NA	NA
"4247"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"MOBILITY"	"MOBILITY"	"RadioButton (Vertical)"	"3"	"I have moderate problems in walking about"	"FALSE"	NA	"FALSE"	NA	NA
"4248"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"MOBILITY"	"MOBILITY"	"RadioButton (Vertical)"	"4"	"I have severe problems in walking about"	"FALSE"	NA	"FALSE"	NA	NA
"4249"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"MOBILITY"	"MOBILITY"	"RadioButton (Vertical)"	"5"	"I am unable to walk about"	"FALSE"	NA	"FALSE"	NA	NA
"4250"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"MOBILITY"	"MOBILITY"	"RadioButton (Vertical)"	"99"	"Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4251"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"SELFCARE"	"SELF-CARE"	"RadioButton (Vertical)"	"1"	"I have no problems washing or dressing myself"	"FALSE"	NA	"FALSE"	NA	NA
"4252"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"SELFCARE"	"SELF-CARE"	"RadioButton (Vertical)"	"2"	"I have slight problems washing or dressing myself"	"FALSE"	NA	"FALSE"	NA	NA
"4253"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"SELFCARE"	"SELF-CARE"	"RadioButton (Vertical)"	"3"	"I have moderate problems washing or dressing myself"	"FALSE"	NA	"FALSE"	NA	NA
"4254"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"SELFCARE"	"SELF-CARE"	"RadioButton (Vertical)"	"4"	"I have severe problems washing or dressing myself"	"FALSE"	NA	"FALSE"	NA	NA
"4255"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"SELFCARE"	"SELF-CARE"	"RadioButton (Vertical)"	"5"	"I am unable to wash or dress myself"	"FALSE"	NA	"FALSE"	NA	NA
"4256"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"SELFCARE"	"SELF-CARE"	"RadioButton (Vertical)"	"99"	"Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4257"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"USUALACT"	"USUAL ACTIVITIES (e.g., work, study, housework, family or leisure activities)"	"RadioButton (Vertical)"	"1"	"I have no problems doing my usual activities"	"FALSE"	NA	"FALSE"	NA	NA
"4258"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"USUALACT"	"USUAL ACTIVITIES (e.g., work, study, housework, family or leisure activities)"	"RadioButton (Vertical)"	"2"	"I have slight problems doing my usual activities"	"FALSE"	NA	"FALSE"	NA	NA
"4259"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"USUALACT"	"USUAL ACTIVITIES (e.g., work, study, housework, family or leisure activities)"	"RadioButton (Vertical)"	"3"	"I have moderate problems doing my usual activities"	"FALSE"	NA	"FALSE"	NA	NA
"4260"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"USUALACT"	"USUAL ACTIVITIES (e.g., work, study, housework, family or leisure activities)"	"RadioButton (Vertical)"	"4"	"I have severe problems doing my usual activities"	"FALSE"	NA	"FALSE"	NA	NA
"4261"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"USUALACT"	"USUAL ACTIVITIES (e.g., work, study, housework, family or leisure activities)"	"RadioButton (Vertical)"	"5"	"I am unable to do my usual activities"	"FALSE"	NA	"FALSE"	NA	NA
"4262"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"USUALACT"	"USUAL ACTIVITIES (e.g., work, study, housework, family or leisure activities)"	"RadioButton (Vertical)"	"99"	"Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4263"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"PAINDISC"	"PAIN/ DISCOMFORT"	"RadioButton (Vertical)"	"1"	"I have no pain or discomfort"	"FALSE"	NA	"FALSE"	NA	NA
"4264"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"PAINDISC"	"PAIN/ DISCOMFORT"	"RadioButton (Vertical)"	"2"	"I have slight pain or discomfort"	"FALSE"	NA	"FALSE"	NA	NA
"4265"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"PAINDISC"	"PAIN/ DISCOMFORT"	"RadioButton (Vertical)"	"3"	"I have moderate pain or discomfort"	"FALSE"	NA	"FALSE"	NA	NA
"4266"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"PAINDISC"	"PAIN/ DISCOMFORT"	"RadioButton (Vertical)"	"4"	"I have severe pain or discomfort"	"FALSE"	NA	"FALSE"	NA	NA
"4267"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"PAINDISC"	"PAIN/ DISCOMFORT"	"RadioButton (Vertical)"	"5"	"I have extreme pain or discomfort"	"FALSE"	NA	"FALSE"	NA	NA
"4268"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"PAINDISC"	"PAIN/ DISCOMFORT"	"RadioButton (Vertical)"	"99"	"Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4269"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"ANXIETY"	"ANXIETY/ DEPRESSION"	"RadioButton (Vertical)"	"1"	"I am not anxious or depressed"	"FALSE"	NA	"FALSE"	NA	NA
"4270"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"ANXIETY"	"ANXIETY/ DEPRESSION"	"RadioButton (Vertical)"	"2"	"I am slightly anxious or depressed"	"FALSE"	NA	"FALSE"	NA	NA
"4271"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"ANXIETY"	"ANXIETY/ DEPRESSION"	"RadioButton (Vertical)"	"3"	"I am moderately anxious or depressed"	"FALSE"	NA	"FALSE"	NA	NA
"4272"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"ANXIETY"	"ANXIETY/ DEPRESSION"	"RadioButton (Vertical)"	"4"	"I am very anxious or depressed"	"FALSE"	NA	"FALSE"	NA	NA
"4273"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"ANXIETY"	"ANXIETY/ DEPRESSION"	"RadioButton (Vertical)"	"5"	"I am extremely anxious or depressed"	"FALSE"	NA	"FALSE"	NA	NA
"4274"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"ANXIETY"	"ANXIETY/ DEPRESSION"	"RadioButton (Vertical)"	"99"	"Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4275"	"Registry - Long-term Follow-up"	"Health Today"	"Visit Form"	"HEALTH"	"HELTODAY"	"We like to know how is your/your child's health today. On a scale from 0 to 100. 100 means the best health you/your child can imagine.  0 means the worst health you/your child can imagine.  Using the scale, please indicate how is your/your child's  health today."	"Text"	NA	NA	NA	NA	"FALSE"	"0"	"100"
"4276"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"QUETDTC"	"Date of Questionnaire:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"4277"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"QXSTATUS"	"Questionnaire Status:"	"RadioButton (Vertical)"	"1"	"Complete"	"FALSE"	NA	"FALSE"	NA	NA
"4278"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"QXSTATUS"	"Questionnaire Status:"	"RadioButton (Vertical)"	"2"	"Incomplete"	"FALSE"	NA	"FALSE"	NA	NA
"4279"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"QXSTATUS"	"Questionnaire Status:"	"RadioButton (Vertical)"	"3"	"Not Done"	"FALSE"	NA	"FALSE"	NA	NA
"4280"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"1"	"Patient Died:"	"FALSE"	NA	"FALSE"	NA	NA
"4281"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"2"	"Withdrawn"	"FALSE"	NA	"FALSE"	NA	NA
"4282"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"3"	"Patient too ill"	"FALSE"	NA	"FALSE"	NA	NA
"4283"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"4"	"Patient deaf"	"FALSE"	NA	"FALSE"	NA	NA
"4284"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"5"	"Patient unreliable"	"FALSE"	NA	"FALSE"	NA	NA
"4285"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"6"	"Language barrier"	"FALSE"	NA	"FALSE"	NA	NA
"4286"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"7"	"Situation not conducive for phone call"	"FALSE"	NA	"FALSE"	NA	NA
"4287"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"8"	"Patient refused"	"FALSE"	NA	"FALSE"	NA	NA
"4288"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"9"	"Patient incarcerated"	"FALSE"	NA	"FALSE"	NA	NA
"4289"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"10"	"Unable to locate/ contact patient"	"FALSE"	NA	"FALSE"	NA	NA
"4290"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"RESNINCM"	"Reason for Incomplete or Not Done"	"SearchList"	"11"	"Other"	"TRUE"	NA	"FALSE"	NA	NA
"4291"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"DETHDTC"	"Date of Death"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"4292"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"HOSPDTH"	"Was the patient hospitalized at time of death?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"4293"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"HOSPDTH"	"Was the patient hospitalized at time of death?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"4294"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"NOCONTAC"	"No valid contacts (patient or alternates)"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"4295"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"MULTATTP"	"Multiple attempts to valid contacts"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"4296"	"Registry - Long-term Follow-up"	"Call Center Summary"	"Visit Form"	"CCS"	"LSTCONDT"	"Date last contact alive:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"4297"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"HOMEOPEN"	"Open Window"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"4298"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"HOMEWHO3"	"Who is answering these questions?"	"RadioButton"	"1"	"Patient (8 years or older)"	"FALSE"	NA	"FALSE"	NA	NA
"4299"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"HOMEWHO3"	"Who is answering these questions?"	"RadioButton"	"2"	"Parent (Patient<8 years or patient unable)"	"FALSE"	NA	"FALSE"	NA	NA
"4300"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"HADFEVE3"	"Have you/your child had FEVER (temperature above 100.4°F or 38°C) due to systemic JIA since your last diary entry?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"4301"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"HADFEVE3"	"Have you/your child had FEVER (temperature above 100.4°F or 38°C) due to systemic JIA since your last diary entry?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"4302"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"HADFEVE3"	"Have you/your child had FEVER (temperature above 100.4°F or 38°C) due to systemic JIA since your last diary entry?"	"RadioButton"	"2"	"Don't Know/ Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4303"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"FEVERDA3"	"How many days?"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"4304"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"FEVR3DTC"	"When was the most recent day with fever?"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"4305"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"HADRASH3"	"Have you/your child had a RASH due to systemic JIA since your last diary entry?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"4306"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"HADRASH3"	"Have you/your child had a RASH due to systemic JIA since your last diary entry?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"4307"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"HADRASH3"	"Have you/your child had a RASH due to systemic JIA since your last diary entry?"	"RadioButton"	"2"	"Don't Know/ Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4308"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"RASHDAY3"	"How many days?"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"4309"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"RASH3DTC"	"When was the most recent day with rash?"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"4310"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"MUCHPAI3"	"How much pain due to systemic JIA have you/your child had today?"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"4311"	"FROST"	"FROST HOME PRO"	"Home PRO"	"FROSTPRO"	"HOMECLOS"	"Close Window"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"4312"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"HOMEOPEN"	"Open Window"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"4313"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"HOMEWHO1"	"Who is answering these questions?"	"RadioButton"	"1"	"Patient (8 years or older)"	"FALSE"	NA	"FALSE"	NA	NA
"4314"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"HOMEWHO1"	"Who is answering these questions?"	"RadioButton"	"2"	"Parent (Patient<8 years or patient unable)"	"FALSE"	NA	"FALSE"	NA	NA
"4315"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"HADFEVR1"	"Have you/your child had FEVER (temperature above 100.4°F or 38°C) due to systemic JIA since your last diary entry?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"4316"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"HADFEVR1"	"Have you/your child had FEVER (temperature above 100.4°F or 38°C) due to systemic JIA since your last diary entry?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"4317"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"HADFEVR1"	"Have you/your child had FEVER (temperature above 100.4°F or 38°C) due to systemic JIA since your last diary entry?"	"RadioButton"	"2"	"Don't Know/ Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4318"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"FEVRDAY1"	"How many days?"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"4319"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"FEVR1DTC"	"When was the most recent day with fever"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"4320"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"HADRASH1"	"Have you/your child had a RASH due to systemic JIA since your last diary entry?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"4321"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"HADRASH1"	"Have you/your child had a RASH due to systemic JIA since your last diary entry?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"4322"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"HADRASH1"	"Have you/your child had a RASH due to systemic JIA since your last diary entry?"	"RadioButton"	"2"	"Don't Know/ Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4323"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"RASHDAY1"	"How many days?"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"4324"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"RASH1DTC"	"When was the most recent day with rash?"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"4325"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"MUCHPAN1"	"How much pain due to systemic JIA have you/your child had today?"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"4326"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"STEROID1"	"Are you/your child taking a steroid by mouth (prednisone/prednisolone)?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"4327"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"STEROID1"	"Are you/your child taking a steroid by mouth (prednisone/prednisolone)?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"4328"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"STEROID1"	"Are you/your child taking a steroid by mouth (prednisone/prednisolone)?"	"RadioButton"	"2"	"Don't Know/ Prefer Not to Answer"	"FALSE"	NA	"FALSE"	NA	NA
"4329"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"STERTAK1"	"How often do you take it?"	"RadioButton (Vertical)"	"1"	"1 time per day"	"FALSE"	NA	"FALSE"	NA	NA
"4330"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"STERTAK1"	"How often do you take it?"	"RadioButton (Vertical)"	"2"	"2 times per day"	"FALSE"	NA	"FALSE"	NA	NA
"4331"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"STERTAK1"	"How often do you take it?"	"RadioButton (Vertical)"	"3"	"3 times per day"	"FALSE"	NA	"FALSE"	NA	NA
"4332"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"STERTAK1"	"How often do you take it?"	"RadioButton (Vertical)"	"4"	"Every other day"	"FALSE"	NA	"FALSE"	NA	NA
"4333"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"STERTAK1"	"How often do you take it?"	"RadioButton (Vertical)"	"98"	"Other"	"FALSE"	NA	"FALSE"	NA	NA
"4334"	"FROST"	"FROST HOME PROs"	"Home PRO"	"FROSTHOM"	"STEROTH1"	"Other, specify:"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
